cf_id,contact_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launched_date,end_date,category_id,subcategory_id
1625,2177,Gardner Group,Progressive 5thgeneration customer loyalty,135500.00,103554.00,failed,1068,US,USD,2021-06-20,2021-11-12,cat04,scat04
2808,4102,Flores-Lambert,Triple-buffered logistical frame,109000.00,42795.00,failed,424,US,USD,2021-07-18,2021-10-05,cat03,scat09
764,6089,Cruz Ltd,Exclusive dynamic adapter,114800.00,12938.00,canceled,145,CH,CHF,2020-06-26,2021-03-09,cat02,scat08
834,4701,Knox-Garner,Automated systemic hierarchy,83000.00,101352.00,successful,1152,US,USD,2021-01-19,2021-08-26,cat04,scat04
2793,5645,Davis-Allen,Digitized eco-centric core,2400.00,4477.00,successful,50,US,USD,2020-09-19,2021-05-17,cat08,scat015
2901,4499,Miller-Patel,Mandatory uniform strategy,60400.00,4393.00,failed,151,US,USD,2021-11-21,2021-12-19,cat06,scat010
2141,3365,Hernandez-Grimes,Profit-focused zero administration forecast,102900.00,67546.00,failed,1608,US,USD,2021-01-07,2021-05-08,cat03,scat09
308,2290,"Owens, Hall and Gonzalez",De-engineered static orchestration,62800.00,143788.00,successful,3059,CA,CAD,2020-11-19,2021-08-28,cat02,scat018
705,1890,Noble-Bailey,Customizable dynamic info-mediaries,800.00,3755.00,successful,34,US,USD,2020-06-26,2021-04-21,cat05,scat05
1670,1304,Taylor PLC,Enhanced incremental budgetary management,7100.00,9238.00,successful,220,US,USD,2020-05-21,2021-02-20,cat04,scat04
1159,3799,Holmes PLC,Digitized local info-mediaries,46100.00,77012.00,successful,1604,AU,AUD,2020-08-11,2021-09-07,cat05,scat07
2592,2749,Jones-Martin,Virtual systematic monitoring,8100.00,14083.00,successful,454,US,USD,2020-09-21,2021-02-11,cat02,scat02
1195,2028,Myers LLC,Reactive bottom-line open architecture,1700.00,12202.00,successful,123,IT,EUR,2020-07-01,2021-04-06,cat05,scat011
1635,2383,"Acosta, Mullins and Morris",Pre-emptive interactive model,97300.00,62127.00,failed,941,US,USD,2021-05-28,2021-07-01,cat02,scat08
2432,5721,Bell PLC,Ergonomic eco-centric open architecture,100.00,2.00,failed,1,US,USD,2021-10-07,2021-11-25,cat08,scat015
109,1394,Smith-Schmidt,Inverse radical hierarchy,900.00,13772.00,successful,299,US,USD,2021-02-05,2021-08-08,cat04,scat04
1509,3451,"Ruiz, Richardson and Cole",Team-oriented static interface,7300.00,2946.00,failed,40,US,USD,2020-10-28,2021-04-20,cat05,scat013
1285,5512,Leonard-Mcclain,Virtual foreground throughput,195800.00,168820.00,failed,3015,CA,CAD,2021-04-16,2021-08-22,cat04,scat04
500,2453,Bailey-Boyer,Visionary exuding Internet solution,48900.00,154321.00,successful,2237,US,USD,2021-04-07,2021-12-19,cat04,scat04
2835,6055,Lee LLC,Synchronized secondary analyzer,29600.00,26527.00,failed,435,US,USD,2021-03-26,2021-08-24,cat04,scat04
1533,5704,Lyons Inc,Balanced attitude-oriented parallelism,39300.00,71583.00,successful,645,US,USD,2020-03-03,2021-03-10,cat05,scat05
2445,3707,Herrera-Wilson,Organized bandwidth-monitored core,3400.00,12100.00,successful,484,DK,DKK,2021-05-03,2021-08-29,cat04,scat04
2906,2205,"Mahoney, Adams and Lucas",Cloned leadingedge utilization,9200.00,12129.00,successful,154,CA,CAD,2020-05-04,2021-04-29,cat05,scat05
1237,5976,Stewart LLC,Secured asymmetric projection,135600.00,62804.00,failed,714,US,USD,2021-02-11,2021-05-09,cat02,scat02
1572,3290,Mcmillan Group,Advanced cohesive Graphic Interface,153700.00,55536.00,live,1111,US,USD,2021-03-22,2021-12-29,cat07,scat021
254,4257,"Beck, Thompson and Martinez",Down-sized maximized function,7800.00,8161.00,successful,82,US,USD,2021-03-21,2021-06-06,cat04,scat04
576,4588,Rodriguez-Scott,Realigned zero tolerance software,2100.00,14046.00,successful,134,US,USD,2020-10-14,2021-01-17,cat06,scat014
563,4785,Rush-Bowers,Persevering analyzing extranet,189500.00,117628.00,live,1089,US,USD,2021-04-12,2021-12-26,cat05,scat011
2201,3033,Davis and Sons,Innovative human-resource migration,188200.00,159405.00,failed,5497,US,USD,2021-05-01,2021-08-28,cat01,scat01
1339,2779,Anderson-Pham,Intuitive needs-based monitoring,113500.00,12552.00,failed,418,US,USD,2021-02-01,2021-10-08,cat04,scat04
197,2131,Stewart-Coleman,Customer-focused disintermediate toolset,134600.00,59007.00,failed,1439,US,USD,2021-01-15,2021-03-09,cat05,scat05
2035,6229,"Bradshaw, Smith and Ryan",Upgradable 24/7 emulation,1700.00,943.00,failed,15,US,USD,2021-05-09,2021-06-26,cat04,scat04
1739,3429,Jackson PLC,Quality-focused client-server core,163700.00,93963.00,failed,1999,CA,CAD,2020-12-09,2021-04-07,cat05,scat05
2352,1613,Ware-Arias,Upgradable maximized protocol,113800.00,140469.00,successful,5203,US,USD,2021-04-28,2021-12-10,cat03,scat03
691,4734,"Blair, Reyes and Woods",Cross-platform interactive synergy,5000.00,6423.00,successful,94,US,USD,2021-08-08,2021-09-01,cat04,scat04
298,4439,Thomas-Lopez,User-centric fault-tolerant archive,9400.00,6015.00,failed,118,US,USD,2020-12-24,2021-03-18,cat03,scat09
206,1441,"Brown, Davies and Pacheco",Reverse-engineered regional knowledge user,8700.00,11075.00,successful,205,US,USD,2020-09-27,2021-03-15,cat04,scat04
1003,5799,Jones-Riddle,Self-enabling real-time definition,147800.00,15723.00,failed,162,US,USD,2020-10-19,2021-07-20,cat01,scat01
1653,1419,Schmidt-Gomez,User-centric impactful projection,5100.00,2064.00,failed,83,US,USD,2021-06-02,2021-09-04,cat02,scat08
1549,3059,"Sullivan, Davis and Booth",Vision-oriented actuating hardware,2700.00,7767.00,successful,92,US,USD,2021-03-21,2021-09-25,cat08,scat015
1026,3224,Edwards-Kane,Virtual leadingedge framework,1800.00,10313.00,successful,219,US,USD,2020-11-08,2021-11-13,cat04,scat04
2523,3181,"Hicks, Wall and Webb",Managed discrete framework,174500.00,197018.00,successful,2526,US,USD,2020-04-08,2021-04-15,cat04,scat04
1620,6061,Mayer-Richmond,Progressive zero-defect capability,101400.00,47037.00,failed,747,US,USD,2021-06-02,2021-06-30,cat05,scat011
2594,4466,Robles Ltd,Right-sized demand-driven adapter,191000.00,173191.00,canceled,2138,US,USD,2021-02-19,2021-06-13,cat08,scat015
539,6081,Cochran Ltd,Re-engineered attitude-oriented frame,8100.00,5487.00,failed,84,US,USD,2021-04-17,2021-11-03,cat04,scat04
687,2159,Rosales LLC,Compatible multimedia utilization,5100.00,9817.00,successful,94,US,USD,2020-11-07,2021-09-06,cat04,scat04
2302,3324,Harper-Bryan,Re-contextualized dedicated hardware,7700.00,6369.00,failed,91,US,USD,2020-04-09,2021-03-11,cat04,scat04
694,3176,"Potter, Harper and Everett",Decentralized composite paradigm,121400.00,65755.00,failed,792,US,USD,2020-06-12,2021-07-09,cat05,scat05
3123,5874,Floyd-Sims,Cloned transitional hierarchy,5400.00,903.00,canceled,10,CA,CAD,2020-07-04,2021-02-11,cat04,scat04
2576,5110,"Spence, Jackson and Kelly",Advanced discrete leverage,152400.00,178120.00,successful,1713,IT,EUR,2020-08-26,2021-08-19,cat04,scat04
2349,5490,King-Nguyen,Open-source incremental throughput,1300.00,13678.00,successful,249,US,USD,2021-06-25,2021-10-01,cat02,scat018
516,1922,Hansen Group,Centralized regional interface,8100.00,9969.00,successful,192,US,USD,2020-05-21,2021-05-10,cat05,scat011
290,4398,"Mathis, Hall and Hansen",Streamlined web-enabled knowledgebase,8300.00,14827.00,successful,247,US,USD,2021-03-29,2022-01-21,cat04,scat04
1691,4754,Cummings Inc,Digitized transitional monitoring,28400.00,100900.00,successful,2293,US,USD,2020-09-22,2021-07-09,cat05,scat023
1689,3309,Miller-Poole,Networked optimal adapter,102500.00,165954.00,successful,3131,US,USD,2020-11-04,2021-03-08,cat05,scat020
2403,1244,Rodriguez-West,Automated optimal function,7000.00,1744.00,failed,32,US,USD,2020-09-24,2021-04-09,cat03,scat09
3203,2892,"Calderon, Bradford and Dean",Devolved system-worthy framework,5400.00,10731.00,successful,143,IT,EUR,2021-03-17,2021-08-26,cat04,scat04
2113,2777,Clark-Bowman,Stand-alone user-facing service-desk,9300.00,3232.00,canceled,90,US,USD,2020-11-15,2021-02-14,cat04,scat04
3158,4952,Hensley Ltd,Versatile global attitude,6200.00,10938.00,successful,296,US,USD,2020-10-28,2021-02-27,cat02,scat08
348,5144,Anderson-Pearson,Intuitive demand-driven Local Area Network,2100.00,10739.00,successful,170,US,USD,2020-09-11,2021-03-12,cat04,scat04
1136,5487,"Martin, Martin and Solis",Assimilated uniform methodology,6800.00,5579.00,failed,186,US,USD,2020-05-11,2021-03-29,cat03,scat09
956,1932,Harrington-Harper,Self-enabling next generation algorithm,155200.00,37754.00,canceled,439,GB,GBP,2020-08-13,2021-06-11,cat05,scat020
2393,3364,Price and Sons,Object-based demand-driven strategy,89900.00,45384.00,failed,605,US,USD,2021-10-09,2021-11-29,cat07,scat012
3208,5165,Cuevas-Morales,Public-key coherent ability,900.00,8703.00,successful,86,DK,DKK,2020-11-02,2021-04-07,cat07,scat012
2530,3858,Delgado-Hatfield,Up-sized composite success,100.00,4.00,failed,1,CA,CAD,2020-12-14,2021-07-06,cat05,scat011
305,4666,Padilla-Porter,Innovative exuding matrix,148400.00,182302.00,successful,6286,US,USD,2020-12-31,2021-08-20,cat02,scat02
1383,2896,Morris Group,Realigned impactful artificial intelligence,4800.00,3045.00,failed,31,US,USD,2021-02-14,2021-05-09,cat05,scat07
783,4520,Saunders Ltd,Multi-layered multi-tasking secured line,182400.00,102749.00,failed,1181,US,USD,2020-05-20,2021-03-06,cat05,scat023
47,5726,Woods Inc,Upgradable upward-trending portal,4000.00,1763.00,failed,39,US,USD,2021-11-17,2021-12-09,cat05,scat07
3157,5661,"Villanueva, Wright and Richardson",Profit-focused global product,116500.00,137904.00,successful,3727,US,USD,2020-10-14,2021-10-06,cat04,scat04
1646,4765,"Wilson, Brooks and Clark",Operative well-modulated data-warehouse,146400.00,152438.00,successful,1605,US,USD,2021-11-14,2021-12-14,cat02,scat08
1729,3710,"Sheppard, Smith and Spence",Cloned asymmetric functionalities,5000.00,1332.00,failed,46,US,USD,2021-05-20,2021-10-03,cat04,scat04
2964,4925,"Wise, Thompson and Allen",Pre-emptive neutral portal,33800.00,118706.00,successful,2120,US,USD,2021-01-16,2021-08-08,cat04,scat04
675,1533,"Lane, Ryan and Chapman",Switchable demand-driven help-desk,6300.00,5674.00,failed,105,US,USD,2021-02-22,2021-04-01,cat05,scat05
790,5264,"Rich, Alvarez and King",Business-focused static ability,2400.00,4119.00,successful,50,US,USD,2021-02-26,2021-08-10,cat04,scat04
1103,4606,Terry-Salinas,Networked secondary structure,98800.00,139354.00,successful,2080,US,USD,2020-03-21,2021-05-13,cat05,scat07
969,2043,Wang-Rodriguez,Total multimedia website,188800.00,57734.00,failed,535,US,USD,2021-10-13,2021-11-02,cat07,scat021
1634,3871,Mckee-Hill,Cross-platform upward-trending parallelism,134300.00,145265.00,successful,2105,US,USD,2020-03-28,2021-03-08,cat05,scat011
2279,6205,Gomez LLC,Pre-emptive mission-critical hardware,71200.00,95020.00,successful,2436,US,USD,2020-09-21,2021-02-26,cat04,scat04
387,3193,Gonzalez-Robbins,Up-sized responsive protocol,4700.00,8829.00,successful,80,US,USD,2021-04-09,2022-02-18,cat06,scat019
586,1810,Obrien and Sons,Pre-emptive transitional frame,1200.00,3984.00,successful,42,US,USD,2021-04-16,2021-08-18,cat03,scat09
1145,4797,Shaw Ltd,Profit-focused content-based application,1400.00,8053.00,successful,139,CA,CAD,2021-06-05,2021-08-03,cat03,scat03
2776,1487,Hughes Inc,Streamlined neutral analyzer,4000.00,1620.00,failed,16,US,USD,2021-01-17,2021-01-30,cat04,scat04
2099,3474,Olsen-Ryan,Assimilated neutral utilization,5600.00,10328.00,successful,159,US,USD,2020-07-13,2021-05-04,cat05,scat07
470,5771,"Grimes, Holland and Sloan",Extended dedicated archive,3600.00,10289.00,successful,381,US,USD,2021-04-16,2021-10-13,cat03,scat09
343,6074,Perry and Sons,Configurable static help-desk,3100.00,9889.00,successful,194,GB,GBP,2021-03-04,2022-01-01,cat01,scat01
2090,1568,"Turner, Young and Collins",Self-enabling clear-thinking framework,153800.00,60342.00,failed,575,US,USD,2020-10-28,2021-02-27,cat02,scat02
1401,4263,Richardson Inc,Assimilated fault-tolerant capacity,5000.00,8907.00,successful,106,US,USD,2021-02-21,2021-08-15,cat02,scat06
596,5850,Santos-Young,Enhanced neutral ability,4000.00,14606.00,successful,142,US,USD,2021-02-03,2021-07-14,cat05,scat020
1139,5619,Nichols Ltd,Function-based attitude-oriented groupware,7400.00,8432.00,successful,211,US,USD,2021-07-02,2021-07-18,cat06,scat019
2080,1904,Murphy PLC,Optional solution-oriented instruction set,191500.00,57122.00,failed,1120,US,USD,2021-06-26,2021-10-13,cat06,scat014
88,5388,"Hogan, Porter and Rivera",Organic object-oriented core,8500.00,4613.00,failed,113,US,USD,2021-07-14,2021-08-23,cat05,scat023
2806,2150,Lyons LLC,Balanced impactful circuit,68800.00,162603.00,successful,2756,US,USD,2020-09-12,2021-04-13,cat03,scat09
3153,2653,Long-Greene,Future-proofed heuristic encryption,2400.00,12310.00,successful,173,GB,GBP,2020-07-27,2021-08-21,cat01,scat01
2391,2687,Robles-Hudson,Balanced bifurcated leverage,8600.00,8656.00,successful,87,US,USD,2021-08-28,2021-09-22,cat08,scat015
84,3779,Mcclure LLC,Sharable discrete budgetary management,196600.00,159931.00,failed,1538,US,USD,2021-06-12,2021-12-02,cat04,scat04
1987,1494,"Martin, Russell and Baker",Focused solution-oriented instruction set,4200.00,689.00,failed,9,US,USD,2021-01-21,2021-12-30,cat06,scat014
2790,4129,Rice-Parker,Down-sized actuating infrastructure,91400.00,48236.00,failed,554,US,USD,2020-06-03,2021-05-15,cat04,scat04
37,3035,Landry Inc,Synergistic cohesive adapter,29600.00,77021.00,successful,1572,GB,GBP,2021-06-19,2021-06-24,cat01,scat01
2981,2069,Richards-Davis,Quality-focused mission-critical structure,90600.00,27844.00,failed,648,GB,GBP,2020-06-17,2021-05-22,cat04,scat04
1730,5469,"Davis, Cox and Fox",Compatible exuding Graphical User Interface,5200.00,702.00,failed,21,GB,GBP,2021-03-28,2021-09-06,cat06,scat019
3172,3903,Smith-Wallace,Monitored 24/7 time-frame,110300.00,197024.00,successful,2346,US,USD,2021-02-13,2021-09-15,cat04,scat04
32,4083,"Cordova, Shaw and Wang",Virtual secondary open architecture,5300.00,11663.00,successful,115,US,USD,2021-01-13,2021-08-26,cat04,scat04
2322,4003,Clark Inc,Down-sized mobile time-frame,9200.00,9339.00,successful,85,IT,EUR,2021-06-07,2021-09-06,cat03,scat09
1095,3565,Young and Sons,Innovative disintermediate encryption,2400.00,4596.00,successful,144,US,USD,2020-11-28,2021-02-28,cat09,scat024
1067,1640,Henson PLC,Universal contextually-based knowledgebase,56800.00,173437.00,successful,2443,US,USD,2021-07-24,2021-08-08,cat01,scat01
2676,4769,Garcia Group,Persevering interactive matrix,191000.00,45831.00,canceled,595,US,USD,2020-11-07,2021-03-15,cat05,scat013
549,3398,"Adams, Walker and Wong",Seamless background framework,900.00,6514.00,successful,64,US,USD,2020-03-24,2021-02-25,cat08,scat015
302,1865,Hopkins-Browning,Balanced upward-trending productivity,2500.00,13684.00,successful,268,US,USD,2020-05-30,2021-06-13,cat03,scat09
2758,5690,"Bell, Edwards and Andersen",Centralized clear-thinking solution,3200.00,13264.00,successful,195,DK,DKK,2020-10-30,2021-11-15,cat04,scat04
2450,3814,Morales Group,Optimized bi-directional extranet,183800.00,1667.00,failed,54,US,USD,2021-05-21,2022-01-07,cat05,scat011
2310,2942,Lucero Group,Intuitive actuating benchmark,9800.00,3349.00,failed,120,US,USD,2020-07-14,2021-03-26,cat03,scat09
2185,5095,"Smith, Brown and Davis",Devolved background project,193400.00,46317.00,failed,579,DK,DKK,2021-12-27,2022-01-14,cat03,scat03
1929,2878,Hunt Group,Reverse-engineered executive emulation,163800.00,78743.00,failed,2072,US,USD,2021-01-08,2021-04-13,cat05,scat05
1823,3697,Valdez Ltd,Team-oriented clear-thinking matrix,100.00,0.00,failed,0,US,USD,2020-06-17,2021-06-26,cat04,scat04
699,4744,Mccann-Le,Focused coherent methodology,153600.00,107743.00,failed,1796,US,USD,2021-02-01,2021-07-20,cat05,scat05
1926,2104,Johnson Inc,Reduced context-sensitive complexity,1300.00,6889.00,successful,186,AU,AUD,2020-06-01,2021-03-30,cat07,scat012
2208,4883,Collins LLC,Decentralized 4thgeneration time-frame,25500.00,45983.00,successful,460,US,USD,2021-04-14,2021-12-07,cat05,scat07
3136,4807,Smith-Miller,De-engineered cohesive moderator,7500.00,6924.00,failed,62,IT,EUR,2021-04-08,2021-05-19,cat02,scat02
1623,1372,Jensen-Vargas,Ameliorated explicit parallelism,89900.00,12497.00,failed,347,US,USD,2020-08-27,2021-04-06,cat06,scat016
277,3666,"Robles, Bell and Gonzalez",Customizable background monitoring,18000.00,166874.00,successful,2528,US,USD,2021-08-10,2021-08-16,cat04,scat04
1522,2066,"Turner, Miller and Francis",Compatible well-modulated budgetary management,2100.00,837.00,failed,19,US,USD,2020-12-26,2021-07-03,cat03,scat03
2582,1834,Roberts Group,Up-sized radical pricing structure,172700.00,193820.00,successful,3657,US,USD,2021-01-06,2022-01-04,cat04,scat04
595,5853,White LLC,Robust zero-defect project,168500.00,119510.00,failed,1258,US,USD,2021-01-01,2022-01-22,cat04,scat04
1060,2219,"Best, Miller and Thomas",Re-engineered mobile task-force,7800.00,9289.00,successful,131,AU,AUD,2021-06-06,2021-07-21,cat05,scat07
2551,4148,Smith-Mullins,User-centric intangible neural-net,147800.00,35498.00,failed,362,US,USD,2020-12-22,2021-12-21,cat04,scat04
975,4477,Williams-Walsh,Organized explicit core,9100.00,12678.00,successful,239,US,USD,2020-06-26,2021-02-13,cat07,scat012
300,1786,"Harrison, Blackwell and Mendez",Synchronized 6thgeneration adapter,8300.00,3260.00,canceled,35,US,USD,2021-07-10,2021-11-02,cat05,scat020
1883,3455,"Sanchez, Bradley and Flores",Centralized motivating capacity,138700.00,31123.00,canceled,528,CH,CHF,2021-01-30,2021-10-19,cat02,scat02
2973,5707,Cox LLC,Phased 24hour flexibility,8600.00,4797.00,failed,133,CA,CAD,2020-10-27,2021-06-27,cat04,scat04
1831,5470,Morales-Odonnell,Exclusive 5thgeneration structure,125400.00,53324.00,failed,846,US,USD,2020-09-03,2021-02-15,cat06,scat010
3019,3274,Ramirez LLC,Multi-tiered maximized orchestration,5900.00,6608.00,successful,78,US,USD,2021-04-05,2021-06-12,cat01,scat01
1598,4613,Ramirez Group,Open-architected uniform instruction set,8800.00,622.00,failed,10,US,USD,2020-12-12,2021-06-28,cat05,scat011
1898,4465,Marsh-Coleman,Exclusive asymmetric analyzer,177700.00,180802.00,successful,1773,US,USD,2020-09-25,2021-03-23,cat02,scat02
944,1652,"Frederick, Jenkins and Collins",Organic radical collaboration,800.00,3406.00,successful,32,US,USD,2020-08-13,2021-05-22,cat04,scat04
2775,2100,Wilson Ltd,Function-based multi-state software,7600.00,11061.00,successful,369,US,USD,2021-04-01,2021-11-07,cat05,scat07
2021,4321,"Cline, Peterson and Lowery",Innovative static budgetary management,50500.00,16389.00,failed,191,US,USD,2021-03-12,2021-10-24,cat05,scat013
1473,4168,"Underwood, James and Jones",Triple-buffered holistic ability,900.00,6303.00,successful,89,US,USD,2020-08-02,2021-03-16,cat05,scat013
353,3733,Johnson-Contreras,Diverse scalable superstructure,96700.00,81136.00,failed,1979,US,USD,2020-06-15,2021-05-29,cat04,scat04
400,2594,"Greene, Lloyd and Sims",Balanced leadingedge data-warehouse,2100.00,1768.00,failed,63,US,USD,2021-05-01,2021-09-02,cat03,scat09
930,3909,Smith-Sparks,Digitized bandwidth-monitored open architecture,8300.00,12944.00,successful,147,US,USD,2021-09-20,2021-09-27,cat04,scat04
1281,5179,Rosario-Smith,Enterprise-wide intermediate portal,189200.00,188480.00,failed,6080,CA,CAD,2021-05-16,2021-07-22,cat05,scat011
726,2228,"Avila, Ford and Welch",Focused leadingedge matrix,9000.00,7227.00,failed,80,GB,GBP,2020-05-24,2021-05-26,cat02,scat08
2177,6222,Gallegos Inc,Seamless logistical encryption,5100.00,574.00,failed,9,US,USD,2020-04-29,2021-04-04,cat07,scat012
1652,2354,"Morrow, Santiago and Soto",Stand-alone human-resource workforce,105000.00,96328.00,failed,1784,US,USD,2021-05-05,2021-05-26,cat06,scat014
65,1725,Berry-Richardson,Automated zero tolerance implementation,186700.00,178338.00,live,3640,CH,CHF,2020-05-28,2021-05-29,cat07,scat012
911,2960,Cordova-Torres,Pre-emptive grid-enabled contingency,1600.00,8046.00,successful,126,CA,CAD,2021-01-25,2021-02-05,cat04,scat04
2082,2077,"Holt, Bernard and Johnson",Multi-lateral didactic encoding,115600.00,184086.00,successful,2218,GB,GBP,2021-01-04,2021-04-11,cat02,scat08
458,5662,"Clark, Mccormick and Mendoza",Self-enabling didactic orchestration,89100.00,13385.00,failed,243,US,USD,2021-05-23,2021-06-25,cat05,scat07
1085,3481,Garrison LLC,Profit-focused 24/7 data-warehouse,2600.00,12533.00,successful,202,IT,EUR,2021-01-28,2022-01-02,cat04,scat04
1451,2565,Shannon-Olson,Enhanced methodical middleware,9800.00,14697.00,successful,140,IT,EUR,2020-10-14,2021-05-30,cat06,scat014
1068,4436,Murillo-Mcfarland,Synchronized client-driven projection,84400.00,98935.00,successful,1052,DK,DKK,2020-10-10,2021-04-18,cat05,scat05
241,5072,"Young, Gilbert and Escobar",Networked didactic time-frame,151300.00,57034.00,failed,1296,US,USD,2020-10-11,2021-06-07,cat07,scat021
2654,5200,"Thomas, Welch and Santana",Assimilated exuding toolset,9800.00,7120.00,failed,77,US,USD,2021-01-13,2021-05-05,cat01,scat01
159,4502,Brown-Pena,Front-line client-server secured line,5300.00,14097.00,successful,247,US,USD,2020-03-08,2021-02-26,cat08,scat015
1010,4945,"Holder, Caldwell and Vance",Polarized systemic Internet solution,178000.00,43086.00,failed,395,IT,EUR,2020-09-17,2021-05-25,cat07,scat021
1807,3012,Harrison-Bridges,Profit-focused exuding moderator,77000.00,1930.00,failed,49,GB,GBP,2021-03-04,2021-09-21,cat02,scat08
1135,6094,"Johnson, Murphy and Peterson",Cross-group high-level moderator,84900.00,13864.00,failed,180,US,USD,2021-01-28,2021-08-11,cat07,scat012
1859,3815,Taylor Inc,Public-key 3rdgeneration system engine,2800.00,7742.00,successful,84,US,USD,2020-08-02,2021-05-24,cat02,scat02
1265,4838,Deleon and Sons,Organized value-added access,184800.00,164109.00,failed,2690,US,USD,2021-01-11,2021-12-28,cat04,scat04
2648,3469,"Benjamin, Paul and Ferguson",Cloned global Graphical User Interface,4200.00,6870.00,successful,88,US,USD,2020-12-17,2021-08-09,cat04,scat04
141,4874,Hardin-Dixon,Focused solution-oriented matrix,1300.00,12597.00,successful,156,US,USD,2021-06-20,2022-01-31,cat05,scat07
1944,1792,York-Pitts,Monitored discrete toolset,66100.00,179074.00,successful,2985,US,USD,2021-10-19,2022-02-23,cat04,scat04
3187,4356,Jarvis and Sons,Business-focused intermediate system engine,29500.00,83843.00,successful,762,US,USD,2021-05-21,2021-07-20,cat03,scat09
1436,6196,Morrison-Henderson,De-engineered disintermediate encoding,100.00,4.00,canceled,1,CH,CHF,2021-06-18,2021-11-12,cat02,scat08
1384,3578,Martin-James,Streamlined upward-trending analyzer,180100.00,105598.00,failed,2779,AU,AUD,2021-01-11,2021-03-30,cat03,scat03
2446,4491,"Mercer, Solomon and Singleton",Distributed human-resource policy,9000.00,8866.00,failed,92,US,USD,2020-12-04,2021-05-27,cat04,scat04
2215,3054,"Dougherty, Austin and Mills",De-engineered 5thgeneration contingency,170600.00,75022.00,failed,1028,US,USD,2020-12-11,2021-05-26,cat02,scat02
2704,1968,Ritter PLC,Multi-channeled upward-trending application,9500.00,14408.00,successful,554,CA,CAD,2020-12-25,2021-07-12,cat02,scat08
2470,5869,Anderson Group,Organic maximized database,6300.00,14089.00,successful,135,DK,DKK,2020-05-09,2021-05-01,cat02,scat02
1056,5858,Smith and Sons,Grass-roots 24/7 attitude,5200.00,12467.00,successful,122,US,USD,2020-04-01,2021-03-01,cat06,scat019
1278,5203,Lam-Hamilton,Team-oriented global strategy,6000.00,11960.00,successful,221,US,USD,2021-06-14,2021-08-18,cat05,scat023
2987,2577,Ho Ltd,Enhanced client-driven capacity,5800.00,7966.00,successful,126,US,USD,2020-08-03,2021-03-30,cat04,scat04
417,3216,"Brown, Estrada and Jensen",Exclusive systematic productivity,105300.00,106321.00,successful,1022,US,USD,2020-09-19,2021-05-22,cat04,scat04
670,2037,Hunt LLC,Re-engineered radical policy,20000.00,158832.00,successful,3177,US,USD,2021-06-21,2022-02-07,cat05,scat011
1427,3867,Fowler-Smith,Down-sized logistical adapter,3000.00,11091.00,successful,198,CH,CHF,2021-03-03,2021-11-19,cat04,scat04
2918,5109,Blair Inc,Configurable bandwidth-monitored throughput,9900.00,1269.00,failed,26,CH,CHF,2021-02-05,2021-11-04,cat02,scat02
306,1376,"Kelley, Stanton and Sanchez",Optional tangible pricing structure,3700.00,5107.00,successful,85,AU,AUD,2021-03-29,2021-09-29,cat05,scat05
1714,5260,Hernandez-Macdonald,Organic high-level implementation,168700.00,141393.00,failed,1790,US,USD,2020-04-27,2021-05-18,cat04,scat04
1354,2350,Joseph LLC,Decentralized logistical collaboration,94900.00,194166.00,successful,3596,US,USD,2021-01-20,2021-05-11,cat04,scat04
810,2269,Webb-Smith,Advanced content-based installation,9300.00,4124.00,failed,37,US,USD,2021-09-04,2021-11-29,cat02,scat06
304,3650,Johns PLC,Distributed high-level open architecture,6800.00,14865.00,successful,244,US,USD,2020-11-01,2021-06-12,cat02,scat02
752,3934,Hardin-Foley,Synergized zero tolerance help-desk,72400.00,134688.00,successful,5180,US,USD,2020-06-21,2021-05-21,cat04,scat04
2254,4048,"Fischer, Fowler and Arnold",Extended multi-tasking definition,20100.00,47705.00,successful,589,IT,EUR,2021-06-08,2022-01-21,cat05,scat011
1654,4266,Martinez-Juarez,Realigned uniform knowledge user,31200.00,95364.00,successful,2725,US,USD,2021-06-07,2021-10-31,cat02,scat02
2729,3863,Wilson and Sons,Monitored grid-enabled model,3500.00,3295.00,failed,35,IT,EUR,2021-05-16,2021-10-11,cat05,scat013
913,4922,Clements Group,Assimilated actuating policy,9000.00,4896.00,canceled,94,US,USD,2021-02-10,2021-04-08,cat02,scat02
1388,4517,Valenzuela-Cook,Total incremental productivity,6700.00,7496.00,successful,300,US,USD,2021-01-04,2021-10-04,cat09,scat024
76,3259,"Parker, Haley and Foster",Adaptive local task-force,2700.00,9967.00,successful,144,US,USD,2020-06-25,2021-05-27,cat01,scat01
1172,3123,Fuentes LLC,Universal zero-defect concept,83300.00,52421.00,failed,558,US,USD,2021-04-09,2021-11-29,cat04,scat04
2579,3870,Moran and Sons,Object-based bottom-line superstructure,9700.00,6298.00,failed,64,US,USD,2021-05-10,2021-06-30,cat04,scat04
2371,2996,Stevens Inc,Adaptive 24hour projection,8200.00,1546.00,canceled,37,US,USD,2021-10-08,2021-11-27,cat02,scat018
359,2993,Martinez-Johnson,Sharable radical toolset,96500.00,16168.00,failed,245,US,USD,2021-04-29,2021-12-14,cat05,scat023
1423,4556,Franklin Inc,Focused multimedia knowledgebase,6200.00,6269.00,successful,87,US,USD,2020-05-01,2021-04-13,cat02,scat018
2239,2326,Perez PLC,Seamless 6thgeneration extranet,43800.00,149578.00,successful,3116,US,USD,2020-06-28,2021-06-05,cat04,scat04
